id,area,time,population,area_km2,area_population_density,foot_traffic,area_type,socially_vulnerable_zone,minorities_zone,student_zone,nightlife_zone,day_of_week,hour,is_weekend,is_night,weather,incident_count
36164,Ihaste,2026-04-21 17:00:00,3050,4.8,635,low,residential,0,0,0,0,Tuesday,17,0,0,clear,0
36165,Jaamamõisa,2026-04-21 17:00:00,3464,1.5,2309,low,residential,1,1,0,0,Tuesday,17,0,0,clear,0
36166,Karlova,2026-04-21 17:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Tuesday,17,0,0,clear,0
36167,Kesklinn,2026-04-21 17:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Tuesday,17,0,0,clear,0
36168,Kvissentali,2026-04-21 17:00:00,865,1.509,573,low,residential,0,0,0,0,Tuesday,17,0,0,clear,0
36169,Maarjamõisa,2026-04-21 17:00:00,477,1.133,421,low,residential,0,0,0,0,Tuesday,17,0,0,clear,0
36170,Raadi-Kruusamäe,2026-04-21 17:00:00,4804,2.828,1699,low,residential,0,0,0,0,Tuesday,17,0,0,clear,0
36171,Ropka,2026-04-21 17:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Tuesday,17,0,0,clear,1
36172,Ropka tööstuse,2026-04-21 17:00:00,2198,3.249,676,low,commercial,1,1,0,0,Tuesday,17,0,0,clear,0
36173,Ränilinn,2026-04-21 17:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Tuesday,17,0,0,clear,0
36174,Supilinn,2026-04-21 17:00:00,2307,0.483,4776,low,residential,1,0,1,0,Tuesday,17,0,0,clear,0
36175,Tammelinn,2026-04-21 17:00:00,8118,3.182,2551,low,residential,0,0,0,0,Tuesday,17,0,0,clear,0
36176,Tähtvere,2026-04-21 17:00:00,3158,2.5,1263,low,residential,0,0,0,0,Tuesday,17,0,0,clear,0
36177,Vaksali,2026-04-21 17:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Tuesday,17,0,0,clear,0
36178,Variku,2026-04-21 17:00:00,1714,0.761,2252,low,residential,1,0,0,0,Tuesday,17,0,0,clear,0
36179,Veeriku,2026-04-21 17:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Tuesday,17,0,0,clear,0
36180,Ülejõe,2026-04-21 17:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Tuesday,17,0,0,clear,0
36181,Annelinn,2026-04-21 18:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Tuesday,18,0,0,storm,0
36182,Ihaste,2026-04-21 18:00:00,3050,4.8,635,low,residential,0,0,0,0,Tuesday,18,0,0,storm,0
36183,Jaamamõisa,2026-04-21 18:00:00,3464,1.5,2309,low,residential,1,1,0,0,Tuesday,18,0,0,storm,0
36184,Karlova,2026-04-21 18:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Tuesday,18,0,0,storm,0
36185,Kesklinn,2026-04-21 18:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Tuesday,18,0,0,storm,0
36186,Kvissentali,2026-04-21 18:00:00,865,1.509,573,low,residential,0,0,0,0,Tuesday,18,0,0,storm,0
36187,Maarjamõisa,2026-04-21 18:00:00,477,1.133,421,low,residential,0,0,0,0,Tuesday,18,0,0,storm,0
36188,Raadi-Kruusamäe,2026-04-21 18:00:00,4804,2.828,1699,low,residential,0,0,0,0,Tuesday,18,0,0,storm,0
36189,Ropka,2026-04-21 18:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Tuesday,18,0,0,storm,0
36190,Ropka tööstuse,2026-04-21 18:00:00,2198,3.249,676,low,commercial,1,1,0,0,Tuesday,18,0,0,storm,0
36191,Ränilinn,2026-04-21 18:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Tuesday,18,0,0,storm,0
36192,Supilinn,2026-04-21 18:00:00,2307,0.483,4776,low,residential,1,0,1,0,Tuesday,18,0,0,storm,0
36193,Tammelinn,2026-04-21 18:00:00,8118,3.182,2551,low,residential,0,0,0,0,Tuesday,18,0,0,storm,1
36194,Tähtvere,2026-04-21 18:00:00,3158,2.5,1263,low,residential,0,0,0,0,Tuesday,18,0,0,storm,0
36195,Vaksali,2026-04-21 18:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Tuesday,18,0,0,storm,0
36196,Variku,2026-04-21 18:00:00,1714,0.761,2252,low,residential,1,0,0,0,Tuesday,18,0,0,storm,0
36197,Veeriku,2026-04-21 18:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Tuesday,18,0,0,storm,0
36198,Ülejõe,2026-04-21 18:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Tuesday,18,0,0,storm,0
36199,Annelinn,2026-04-21 19:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Tuesday,19,0,0,storm,0
36200,Ihaste,2026-04-21 19:00:00,3050,4.8,635,low,residential,0,0,0,0,Tuesday,19,0,0,storm,0
36201,Jaamamõisa,2026-04-21 19:00:00,3464,1.5,2309,low,residential,1,1,0,0,Tuesday,19,0,0,storm,0
36202,Karlova,2026-04-21 19:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Tuesday,19,0,0,storm,0
36203,Kesklinn,2026-04-21 19:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Tuesday,19,0,0,storm,1
36204,Kvissentali,2026-04-21 19:00:00,865,1.509,573,low,residential,0,0,0,0,Tuesday,19,0,0,storm,0
36205,Maarjamõisa,2026-04-21 19:00:00,477,1.133,421,low,residential,0,0,0,0,Tuesday,19,0,0,storm,0
36206,Raadi-Kruusamäe,2026-04-21 19:00:00,4804,2.828,1699,low,residential,0,0,0,0,Tuesday,19,0,0,storm,0
36207,Ropka,2026-04-21 19:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Tuesday,19,0,0,storm,0
36208,Ropka tööstuse,2026-04-21 19:00:00,2198,3.249,676,low,commercial,1,1,0,0,Tuesday,19,0,0,storm,0
36209,Ränilinn,2026-04-21 19:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Tuesday,19,0,0,storm,0
36210,Supilinn,2026-04-21 19:00:00,2307,0.483,4776,low,residential,1,0,1,0,Tuesday,19,0,0,storm,0
36211,Tammelinn,2026-04-21 19:00:00,8118,3.182,2551,low,residential,0,0,0,0,Tuesday,19,0,0,storm,0
36212,Tähtvere,2026-04-21 19:00:00,3158,2.5,1263,low,residential,0,0,0,0,Tuesday,19,0,0,storm,0
36213,Vaksali,2026-04-21 19:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Tuesday,19,0,0,storm,0
36214,Variku,2026-04-21 19:00:00,1714,0.761,2252,low,residential,1,0,0,0,Tuesday,19,0,0,storm,0
36215,Veeriku,2026-04-21 19:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Tuesday,19,0,0,storm,0
36216,Ülejõe,2026-04-21 19:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Tuesday,19,0,0,storm,0
36217,Annelinn,2026-04-21 20:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Tuesday,20,0,0,storm,0
36218,Ihaste,2026-04-21 20:00:00,3050,4.8,635,low,residential,0,0,0,0,Tuesday,20,0,0,storm,0
36219,Jaamamõisa,2026-04-21 20:00:00,3464,1.5,2309,low,residential,1,1,0,0,Tuesday,20,0,0,storm,0
36220,Karlova,2026-04-21 20:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Tuesday,20,0,0,storm,0
36221,Kesklinn,2026-04-21 20:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Tuesday,20,0,0,storm,1
36222,Kvissentali,2026-04-21 20:00:00,865,1.509,573,low,residential,0,0,0,0,Tuesday,20,0,0,storm,0
36223,Maarjamõisa,2026-04-21 20:00:00,477,1.133,421,low,residential,0,0,0,0,Tuesday,20,0,0,storm,0
36224,Raadi-Kruusamäe,2026-04-21 20:00:00,4804,2.828,1699,low,residential,0,0,0,0,Tuesday,20,0,0,storm,0
36225,Ropka,2026-04-21 20:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Tuesday,20,0,0,storm,0
36226,Ropka tööstuse,2026-04-21 20:00:00,2198,3.249,676,low,commercial,1,1,0,0,Tuesday,20,0,0,storm,0
36227,Ränilinn,2026-04-21 20:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Tuesday,20,0,0,storm,0
36228,Supilinn,2026-04-21 20:00:00,2307,0.483,4776,low,residential,1,0,1,0,Tuesday,20,0,0,storm,0
36229,Tammelinn,2026-04-21 20:00:00,8118,3.182,2551,low,residential,0,0,0,0,Tuesday,20,0,0,storm,0
36230,Tähtvere,2026-04-21 20:00:00,3158,2.5,1263,low,residential,0,0,0,0,Tuesday,20,0,0,storm,0
36231,Vaksali,2026-04-21 20:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Tuesday,20,0,0,storm,0
36232,Variku,2026-04-21 20:00:00,1714,0.761,2252,low,residential,1,0,0,0,Tuesday,20,0,0,storm,0
36233,Veeriku,2026-04-21 20:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Tuesday,20,0,0,storm,0
36234,Ülejõe,2026-04-21 20:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Tuesday,20,0,0,storm,0
36235,Annelinn,2026-04-21 21:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Tuesday,21,0,1,storm,0
36236,Ihaste,2026-04-21 21:00:00,3050,4.8,635,low,residential,0,0,0,0,Tuesday,21,0,1,storm,0
36237,Jaamamõisa,2026-04-21 21:00:00,3464,1.5,2309,low,residential,1,1,0,0,Tuesday,21,0,1,storm,0
36238,Karlova,2026-04-21 21:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Tuesday,21,0,1,storm,0
36239,Kesklinn,2026-04-21 21:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Tuesday,21,0,1,storm,1
36240,Kvissentali,2026-04-21 21:00:00,865,1.509,573,low,residential,0,0,0,0,Tuesday,21,0,1,storm,0
36241,Maarjamõisa,2026-04-21 21:00:00,477,1.133,421,low,residential,0,0,0,0,Tuesday,21,0,1,storm,0
36242,Raadi-Kruusamäe,2026-04-21 21:00:00,4804,2.828,1699,low,residential,0,0,0,0,Tuesday,21,0,1,storm,0
36243,Ropka,2026-04-21 21:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Tuesday,21,0,1,storm,0
36244,Ropka tööstuse,2026-04-21 21:00:00,2198,3.249,676,low,commercial,1,1,0,0,Tuesday,21,0,1,storm,0
36245,Ränilinn,2026-04-21 21:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Tuesday,21,0,1,storm,0
36246,Supilinn,2026-04-21 21:00:00,2307,0.483,4776,low,residential,1,0,1,0,Tuesday,21,0,1,storm,0
36247,Tammelinn,2026-04-21 21:00:00,8118,3.182,2551,low,residential,0,0,0,0,Tuesday,21,0,1,storm,0
36248,Tähtvere,2026-04-21 21:00:00,3158,2.5,1263,low,residential,0,0,0,0,Tuesday,21,0,1,storm,0
36249,Vaksali,2026-04-21 21:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Tuesday,21,0,1,storm,0
36250,Variku,2026-04-21 21:00:00,1714,0.761,2252,low,residential,1,0,0,0,Tuesday,21,0,1,storm,0
36251,Veeriku,2026-04-21 21:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Tuesday,21,0,1,storm,1
36252,Ülejõe,2026-04-21 21:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Tuesday,21,0,1,storm,0
36253,Annelinn,2026-04-21 22:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Tuesday,22,0,1,storm,0
36254,Ihaste,2026-04-21 22:00:00,3050,4.8,635,low,residential,0,0,0,0,Tuesday,22,0,1,storm,0
36255,Jaamamõisa,2026-04-21 22:00:00,3464,1.5,2309,low,residential,1,1,0,0,Tuesday,22,0,1,storm,0
36256,Karlova,2026-04-21 22:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Tuesday,22,0,1,storm,1
36257,Kesklinn,2026-04-21 22:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Tuesday,22,0,1,storm,1
36258,Kvissentali,2026-04-21 22:00:00,865,1.509,573,low,residential,0,0,0,0,Tuesday,22,0,1,storm,0
36259,Maarjamõisa,2026-04-21 22:00:00,477,1.133,421,low,residential,0,0,0,0,Tuesday,22,0,1,storm,0
36260,Raadi-Kruusamäe,2026-04-21 22:00:00,4804,2.828,1699,low,residential,0,0,0,0,Tuesday,22,0,1,storm,0
36261,Ropka,2026-04-21 22:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Tuesday,22,0,1,storm,0
36262,Ropka tööstuse,2026-04-21 22:00:00,2198,3.249,676,low,commercial,1,1,0,0,Tuesday,22,0,1,storm,0
36263,Ränilinn,2026-04-21 22:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Tuesday,22,0,1,storm,0
36264,Supilinn,2026-04-21 22:00:00,2307,0.483,4776,low,residential,1,0,1,0,Tuesday,22,0,1,storm,0
36265,Tammelinn,2026-04-21 22:00:00,8118,3.182,2551,low,residential,0,0,0,0,Tuesday,22,0,1,storm,0
36266,Tähtvere,2026-04-21 22:00:00,3158,2.5,1263,low,residential,0,0,0,0,Tuesday,22,0,1,storm,0
36267,Vaksali,2026-04-21 22:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Tuesday,22,0,1,storm,0
36268,Variku,2026-04-21 22:00:00,1714,0.761,2252,low,residential,1,0,0,0,Tuesday,22,0,1,storm,0
36269,Veeriku,2026-04-21 22:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Tuesday,22,0,1,storm,0
36270,Ülejõe,2026-04-21 22:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Tuesday,22,0,1,storm,3
36271,Annelinn,2026-04-21 23:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Tuesday,23,0,1,storm,1
36272,Ihaste,2026-04-21 23:00:00,3050,4.8,635,low,residential,0,0,0,0,Tuesday,23,0,1,storm,0
36273,Jaamamõisa,2026-04-21 23:00:00,3464,1.5,2309,low,residential,1,1,0,0,Tuesday,23,0,1,storm,1
36274,Karlova,2026-04-21 23:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Tuesday,23,0,1,storm,0
36275,Kesklinn,2026-04-21 23:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Tuesday,23,0,1,storm,1
36276,Kvissentali,2026-04-21 23:00:00,865,1.509,573,low,residential,0,0,0,0,Tuesday,23,0,1,storm,0
36277,Maarjamõisa,2026-04-21 23:00:00,477,1.133,421,low,residential,0,0,0,0,Tuesday,23,0,1,storm,0
36278,Raadi-Kruusamäe,2026-04-21 23:00:00,4804,2.828,1699,low,residential,0,0,0,0,Tuesday,23,0,1,storm,0
36279,Ropka,2026-04-21 23:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Tuesday,23,0,1,storm,0
36280,Ropka tööstuse,2026-04-21 23:00:00,2198,3.249,676,low,commercial,1,1,0,0,Tuesday,23,0,1,storm,0
36281,Ränilinn,2026-04-21 23:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Tuesday,23,0,1,storm,0
36282,Supilinn,2026-04-21 23:00:00,2307,0.483,4776,low,residential,1,0,1,0,Tuesday,23,0,1,storm,0
36283,Tammelinn,2026-04-21 23:00:00,8118,3.182,2551,low,residential,0,0,0,0,Tuesday,23,0,1,storm,0
36284,Tähtvere,2026-04-21 23:00:00,3158,2.5,1263,low,residential,0,0,0,0,Tuesday,23,0,1,storm,0
36285,Vaksali,2026-04-21 23:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Tuesday,23,0,1,storm,0
36286,Variku,2026-04-21 23:00:00,1714,0.761,2252,low,residential,1,0,0,0,Tuesday,23,0,1,storm,0
36287,Veeriku,2026-04-21 23:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Tuesday,23,0,1,storm,0
36288,Ülejõe,2026-04-21 23:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Tuesday,23,0,1,storm,0
36289,Annelinn,2026-04-22 00:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,0,0,1,storm,0
36290,Ihaste,2026-04-22 00:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,0,0,1,storm,0
36291,Jaamamõisa,2026-04-22 00:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,0,0,1,storm,0
36292,Karlova,2026-04-22 00:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,0,0,1,storm,0
36293,Kesklinn,2026-04-22 00:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,0,0,1,storm,0
36294,Kvissentali,2026-04-22 00:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,0,0,1,storm,0
36295,Maarjamõisa,2026-04-22 00:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,0,0,1,storm,0
36296,Raadi-Kruusamäe,2026-04-22 00:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,0,0,1,storm,0
36297,Ropka,2026-04-22 00:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,0,0,1,storm,0
36298,Ropka tööstuse,2026-04-22 00:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,0,0,1,storm,0
36299,Ränilinn,2026-04-22 00:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,0,0,1,storm,0
36300,Supilinn,2026-04-22 00:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,0,0,1,storm,0
36301,Tammelinn,2026-04-22 00:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,0,0,1,storm,0
36302,Tähtvere,2026-04-22 00:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,0,0,1,storm,0
36303,Vaksali,2026-04-22 00:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,0,0,1,storm,0
36304,Variku,2026-04-22 00:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,0,0,1,storm,0
36305,Veeriku,2026-04-22 00:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,0,0,1,storm,0
36306,Ülejõe,2026-04-22 00:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,0,0,1,storm,2
36307,Annelinn,2026-04-22 01:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,1,0,1,storm,0
36308,Ihaste,2026-04-22 01:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,1,0,1,storm,1
36309,Jaamamõisa,2026-04-22 01:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,1,0,1,storm,0
36310,Karlova,2026-04-22 01:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,1,0,1,storm,0
36311,Kesklinn,2026-04-22 01:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,1,0,1,storm,0
36312,Kvissentali,2026-04-22 01:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,1,0,1,storm,0
36313,Maarjamõisa,2026-04-22 01:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,1,0,1,storm,0
36314,Raadi-Kruusamäe,2026-04-22 01:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,1,0,1,storm,0
36315,Ropka,2026-04-22 01:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,1,0,1,storm,0
36316,Ropka tööstuse,2026-04-22 01:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,1,0,1,storm,0
36317,Ränilinn,2026-04-22 01:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,1,0,1,storm,0
36318,Supilinn,2026-04-22 01:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,1,0,1,storm,0
36319,Tammelinn,2026-04-22 01:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,1,0,1,storm,0
36320,Tähtvere,2026-04-22 01:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,1,0,1,storm,0
36321,Vaksali,2026-04-22 01:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,1,0,1,storm,0
36322,Variku,2026-04-22 01:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,1,0,1,storm,0
36323,Veeriku,2026-04-22 01:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,1,0,1,storm,0
36324,Ülejõe,2026-04-22 01:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,1,0,1,storm,1
36325,Annelinn,2026-04-22 02:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,2,0,1,storm,0
36326,Ihaste,2026-04-22 02:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,2,0,1,storm,0
36327,Jaamamõisa,2026-04-22 02:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,2,0,1,storm,0
36328,Karlova,2026-04-22 02:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,2,0,1,storm,0
36329,Kesklinn,2026-04-22 02:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,2,0,1,storm,1
36330,Kvissentali,2026-04-22 02:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,2,0,1,storm,0
36331,Maarjamõisa,2026-04-22 02:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,2,0,1,storm,0
36332,Raadi-Kruusamäe,2026-04-22 02:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,2,0,1,storm,0
36333,Ropka,2026-04-22 02:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,2,0,1,storm,0
36334,Ropka tööstuse,2026-04-22 02:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,2,0,1,storm,0
36335,Ränilinn,2026-04-22 02:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,2,0,1,storm,0
36336,Supilinn,2026-04-22 02:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,2,0,1,storm,0
36337,Tammelinn,2026-04-22 02:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,2,0,1,storm,0
36338,Tähtvere,2026-04-22 02:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,2,0,1,storm,0
36339,Vaksali,2026-04-22 02:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,2,0,1,storm,0
36340,Variku,2026-04-22 02:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,2,0,1,storm,0
36341,Veeriku,2026-04-22 02:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,2,0,1,storm,0
36342,Ülejõe,2026-04-22 02:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,2,0,1,storm,0
36343,Annelinn,2026-04-22 03:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,3,0,1,storm,0
36344,Ihaste,2026-04-22 03:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,3,0,1,storm,0
36345,Jaamamõisa,2026-04-22 03:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,3,0,1,storm,1
36346,Karlova,2026-04-22 03:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,3,0,1,storm,0
36347,Kesklinn,2026-04-22 03:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,3,0,1,storm,1
36348,Kvissentali,2026-04-22 03:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,3,0,1,storm,0
36349,Maarjamõisa,2026-04-22 03:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,3,0,1,storm,0
36350,Raadi-Kruusamäe,2026-04-22 03:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,3,0,1,storm,0
36351,Ropka,2026-04-22 03:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,3,0,1,storm,1
36352,Ropka tööstuse,2026-04-22 03:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,3,0,1,storm,0
36353,Ränilinn,2026-04-22 03:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,3,0,1,storm,0
36354,Supilinn,2026-04-22 03:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,3,0,1,storm,0
36355,Tammelinn,2026-04-22 03:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,3,0,1,storm,0
36356,Tähtvere,2026-04-22 03:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,3,0,1,storm,0
36357,Vaksali,2026-04-22 03:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,3,0,1,storm,1
36358,Variku,2026-04-22 03:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,3,0,1,storm,0
36359,Veeriku,2026-04-22 03:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,3,0,1,storm,0
36360,Ülejõe,2026-04-22 03:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,3,0,1,storm,0
36361,Annelinn,2026-04-22 04:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,4,0,1,storm,0
36362,Ihaste,2026-04-22 04:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,4,0,1,storm,0
36363,Jaamamõisa,2026-04-22 04:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,4,0,1,storm,0
36364,Karlova,2026-04-22 04:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,4,0,1,storm,0
36365,Kesklinn,2026-04-22 04:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,4,0,1,storm,0
36366,Kvissentali,2026-04-22 04:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,4,0,1,storm,0
36367,Maarjamõisa,2026-04-22 04:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,4,0,1,storm,0
36368,Raadi-Kruusamäe,2026-04-22 04:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,4,0,1,storm,0
36369,Ropka,2026-04-22 04:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,4,0,1,storm,0
36370,Ropka tööstuse,2026-04-22 04:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,4,0,1,storm,0
36371,Ränilinn,2026-04-22 04:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,4,0,1,storm,0
36372,Supilinn,2026-04-22 04:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,4,0,1,storm,0
36373,Tammelinn,2026-04-22 04:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,4,0,1,storm,0
36374,Tähtvere,2026-04-22 04:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,4,0,1,storm,0
36375,Vaksali,2026-04-22 04:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,4,0,1,storm,1
36376,Variku,2026-04-22 04:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,4,0,1,storm,0
36377,Veeriku,2026-04-22 04:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,4,0,1,storm,0
36378,Ülejõe,2026-04-22 04:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,4,0,1,storm,0
36379,Annelinn,2026-04-22 05:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,5,0,1,storm,1
36380,Ihaste,2026-04-22 05:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,5,0,1,storm,0
36381,Jaamamõisa,2026-04-22 05:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,5,0,1,storm,0
36382,Karlova,2026-04-22 05:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,5,0,1,storm,0
